rebalance_date,ticker,sector,pred,weight
2026-07-24,SANM,Technology,0.0149857654092928,0.00166
2026-07-24,RVMD,Healthcare,0.0127972237828093,0.00246
2026-07-24,CHRW,Industrials,0.0061338523490372,0.00283
2026-07-24,MEOH,Basic Materials,0.0036981787343944,0.00252
2026-07-24,FMX,Consumer Defensive,0.000968155905218,0.00462
2026-07-24,NMM,Industrials,0.0060630057928773,0.00315
2026-07-24,WCC,Industrials,0.0059956720025794,0.00227
2026-07-24,HLIT,Technology,0.0147878478330351,0.00149
2026-07-24,MARA,Financial Services,0.0041178804992562,0.00149
2026-07-24,HST,Real Estate,0.0039626635341575,0.00535
2026-07-24,NGVT,Basic Materials,0.0034313290289182,0.00335
2026-07-24,MS,Financial Services,0.0039945378787471,0.00397
2026-07-24,CAKE,Consumer Cyclical,0.0041669620315616,0.0032
2026-07-24,CPA,Industrials,0.0058047857047831,0.00205
2026-07-24,HG,Financial Services,0.0039304595653512,0.00392
2026-07-24,MPC,Energy,0.0109195059955069,0.00328
2026-07-24,SM,Energy,0.0108603027729329,0.00214
2026-07-24,LSTR,Industrials,0.0056899527039496,0.00387
2026-07-24,CIB,Financial Services,0.0038231768945642,0.00313
2026-07-24,AMLX,Healthcare,0.0122130391872743,0.00212
2026-07-24,AAT,Real Estate,0.003512866287688,0.00476
2026-07-24,BNS,Financial Services,0.0035384781195912,0.00623
2026-07-24,IBKR,Financial Services,0.0035363040492747,0.00304
2026-07-24,CX,Basic Materials,0.0029367187716776,0.00295
2026-07-24,MTSI,Technology,0.0141699823734924,0.00168
2026-07-24,AMG,Financial Services,0.0034825596208472,0.00353
2026-07-24,ATRO,Industrials,0.005276219973155,0.00156
2026-07-24,FCFS,Financial Services,0.0034259759235808,0.00335
2026-07-24,UGP,Energy,0.0104085728911517,0.00334
2026-07-24,RHP,Real Estate,0.0032369713855334,0.00482
2026-07-24,DAL,Industrials,0.0051845662638535,0.00292
2026-07-24,WERN,Industrials,0.0051776308387204,0.00288
2026-07-24,JBLU,Industrials,0.0051201188376075,0.0018
2026-07-24,MAC,Real Estate,0.0031579317113773,0.00382
2026-07-24,LGND,Healthcare,0.0117520945466811,0.00271
2026-07-24,CMP,Basic Materials,0.0026369030114692,0.00264
2026-07-24,TPC,Industrials,0.005037661790261,0.00206
2026-07-24,AKAM,Technology,0.0138435846432533,0.00147
2026-07-24,CENX,Basic Materials,0.0025417473141624,0.00185
2026-07-24,FDX,Industrials,0.004953608679734,0.00315
2026-07-24,TECK,Basic Materials,0.0024223008636401,0.00224
2026-07-24,BG,Consumer Defensive,-0.0003032798686124,0.00385
2026-07-24,RMR,Real Estate,0.0028369181681144,0.00402
2026-07-24,MAX,Communication Services,0.0069909372188636,0.00199
2026-07-24,DAN,Consumer Cyclical,0.0031118250950692,0.00213
2026-07-24,APLE,Real Estate,0.0027798160830842,0.00508
2026-07-24,VIK,Industrials,0.0046988308418628,0.00318
2026-07-24,IX,Financial Services,0.0028258019830186,0.00328
2026-07-24,ABCL,Healthcare,0.0112550942138478,0.00119
2026-07-24,EQNR,Energy,0.0097522862285583,0.00264
2026-07-24,ETSY,Consumer Cyclical,0.0028981526679397,0.00237
2026-07-24,R,Industrials,0.0045592911452305,0.00365
2026-07-24,IMAX,Communication Services,0.006759504103375,0.00217
